DateTime Stamp,Signed Firmware Version,Ultrasound range( (signal strength)-(0-100)Db,Updates per second,Ranges(m),2D Camera resolution,Frames per second,Point cloud Density,Points per second,ultrasound data type,camera data type,lidar data type,operation ,Abnormality type,Potential Attack type
2023-02-18 12:00:30,1.2.5,6,46,2,RGB: 1024 x 768,41,PCD: 1024 x 1024,25036,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:01:00,1.2.3,33,113,0,RGB: 1024 x 768,24,PCD: 1024 x 1024,35392,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:01:30,1.2.4,78,77,1,RGB: 1024 x 768,47,PCD: 1024 x 1024,14378,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:02:00,1.2.4,50,81,1,RGB: 1024 x 768,15,PCD: 1024 x 1024,33841,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:02:30,1.2.3,37,31,6,RGB: 1024 x 768,34,PCD: 1024 x 1024,16716,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:03:00,1.2.3,69,38,2,RGB: 1024 x 768,43,PCD: 1024 x 1024,34820,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:03:30,1.2.5,7,59,5,RGB: 1024 x 768,54,PCD: 1024 x 1024,36420,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:04:00,1.2.4,99,80,0,RGB: 1024 x 768,53,PCD: 1024 x 1024,13766,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-18 12:04:30,1.2.4,33,75,3,RGB: 1024 x 768,34,PCD: 1024 x 1024,16022,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:05:00,1.2.4,48,73,3,RGB: 1024 x 768,33,PCD: 1024 x 1024,28260,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:05:30,1.2.5,35,85,2,RGB: 1024 x 768,42,PCD: 1024 x 1024,19107,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:06:00,1.2.5,64,92,3,RGB: 1024 x 768,45,PCD: 1024 x 1024,10551,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:06:30,1.2.3,82,85,4,RGB: 1024 x 768,48,PCD: 1024 x 1024,35085,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:07:00,1.2.4,20,112,3,RGB: 1024 x 768,44,PCD: 1024 x 1024,29556,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:07:30,1.2.4,48,94,6,RGB: 1024 x 768,36,PCD: 1024 x 1024,33491,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:08:00,1.2.4,41,50,0,RGB: 1024 x 768,29,PCD: 1024 x 1024,14335,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:08:30,1.2.5,5,89,1,RGB: 1024 x 768,54,PCD: 1024 x 1024,33369,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:09:00,1.2.5,94,74,6,RGB: 1024 x 768,42,PCD: 1024 x 1024,18902,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:09:30,1.2.3,83,114,6,RGB: 1024 x 768,41,PCD: 1024 x 1024,13324,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:10:00,1.2.5,78,49,6,RGB: 1024 x 768,20,PCD: 1024 x 1024,15079,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:10:30,1.2.4,68,48,3,RGB: 1024 x 768,46,PCD: 1024 x 1024,17316,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:11:00,1.2.5,7,36,5,RGB: 1024 x 768,51,PCD: 1024 x 1024,11557,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:11:30,1.2.5,31,45,1,RGB: 1024 x 768,42,PCD: 1024 x 1024,16922,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:12:00,1.2.4,36,73,4,RGB: 1024 x 768,44,PCD: 1024 x 1024,20805,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:12:30,1.2.4,69,49,4,RGB: 1024 x 768,39,PCD: 1024 x 1024,11424,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:13:00,1.2.5,67,76,1,RGB: 1024 x 768,44,PCD: 1024 x 1024,15549,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:13:30,1.2.4,56,63,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,31869,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:14:00,1.2.4,55,66,0,RGB: 1024 x 768,53,PCD: 1024 x 1024,11693,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:14:30,1.2.5,5,37,5,RGB: 1024 x 768,26,PCD: 1024 x 1024,25068,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:15:00,1.2.4,77,87,3,RGB: 1024 x 768,49,PCD: 1024 x 1024,19830,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:15:30,1.2.4,71,118,2,RGB: 1024 x 768,27,PCD: 1024 x 1024,27040,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:16:00,1.2.5,40,45,0,RGB: 1024 x 768,54,PCD: 1024 x 1024,37024,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:16:30,1.2.5,7,32,4,RGB: 1024 x 768,39,PCD: 1024 x 1024,25911,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:17:00,1.2.5,20,60,6,RGB: 1024 x 768,49,PCD: 1024 x 1024,25583,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:17:30,1.2.5,73,86,6,RGB: 1024 x 768,49,PCD: 1024 x 1024,33437,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:18:00,1.2.4,79,35,5,RGB: 1024 x 768,58,PCD: 1024 x 1024,21418,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:18:30,1.2.4,20,75,3,RGB: 1024 x 768,44,PCD: 1024 x 1024,34805,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:19:00,1.2.3,83,58,5,RGB: 1024 x 768,27,PCD: 1024 x 1024,22422,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:19:30,1.2.5,75,74,2,RGB: 1024 x 768,50,PCD: 1024 x 1024,36756,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:20:00,1.2.5,95,33,5,RGB: 1024 x 768,50,PCD: 1024 x 1024,24624,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:20:30,1.2.5,92,120,2,RGB: 1024 x 768,24,PCD: 1024 x 1024,10592,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:21:00,1.2.4,0,72,5,RGB: 1024 x 768,21,PCD: 1024 x 1024,33766,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:21:30,1.2.5,91,48,1,RGB: 1024 x 768,49,PCD: 1024 x 1024,26875,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:22:00,1.2.3,87,40,4,RGB: 1024 x 768,41,PCD: 1024 x 1024,30341,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:22:30,1.2.3,82,30,3,RGB: 1024 x 768,56,PCD: 1024 x 1024,30411,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:23:00,1.2.5,42,41,2,RGB: 1024 x 768,42,PCD: 1024 x 1024,37115,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:23:30,1.2.3,79,61,0,RGB: 1024 x 768,43,PCD: 1024 x 1024,33917,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:24:00,1.2.5,92,38,5,RGB: 1024 x 768,54,PCD: 1024 x 1024,15627,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-18 12:24:30,1.2.5,66,40,2,RGB: 1024 x 768,47,PCD: 1024 x 1024,28394,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:25:00,1.2.3,18,100,5,RGB: 1024 x 768,24,PCD: 1024 x 1024,22019,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:25:30,1.2.3,91,79,6,RGB: 1024 x 768,36,PCD: 1024 x 1024,35486,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:26:00,1.2.3,17,55,2,RGB: 1024 x 768,29,PCD: 1024 x 1024,33053,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:26:30,1.2.4,28,70,0,RGB: 1024 x 768,38,PCD: 1024 x 1024,37331,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:27:00,1.2.3,95,49,0,RGB: 1024 x 768,35,PCD: 1024 x 1024,19560,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:27:30,1.2.5,73,50,2,RGB: 1024 x 768,45,PCD: 1024 x 1024,36579,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:28:00,1.2.4,54,103,5,RGB: 1024 x 768,49,PCD: 1024 x 1024,14282,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:28:30,1.2.5,94,34,4,RGB: 1024 x 768,17,PCD: 1024 x 1024,36648,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:29:00,1.2.3,96,52,2,RGB: 1024 x 768,37,PCD: 1024 x 1024,15469,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:29:30,1.2.5,14,85,6,RGB: 1024 x 768,42,PCD: 1024 x 1024,13118,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:30:00,1.2.5,17,71,3,RGB: 1024 x 768,30,PCD: 1024 x 1024,29815,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:30:30,1.2.5,10,41,6,RGB: 1024 x 768,43,PCD: 1024 x 1024,28411,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:31:00,1.2.5,63,65,4,RGB: 1024 x 768,25,PCD: 1024 x 1024,24227,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:31:30,1.2.5,12,104,4,RGB: 1024 x 768,47,PCD: 1024 x 1024,20347,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:32:00,1.2.3,40,110,6,RGB: 1024 x 768,28,PCD: 1024 x 1024,18755,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:32:30,1.2.4,78,75,2,RGB: 1024 x 768,19,PCD: 1024 x 1024,32107,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:33:00,1.2.4,48,56,0,RGB: 1024 x 768,38,PCD: 1024 x 1024,23006,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:33:30,1.2.3,24,30,0,RGB: 1024 x 768,27,PCD: 1024 x 1024,11235,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:34:00,1.2.4,47,78,4,RGB: 1024 x 768,51,PCD: 1024 x 1024,34582,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:34:30,1.2.5,81,43,6,RGB: 1024 x 768,16,PCD: 1024 x 1024,37931,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:35:00,1.2.5,70,38,6,RGB: 1024 x 768,46,PCD: 1024 x 1024,30603,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:35:30,1.2.3,70,39,3,RGB: 1024 x 768,29,PCD: 1024 x 1024,26204,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:36:00,1.2.5,52,82,6,RGB: 1024 x 768,30,PCD: 1024 x 1024,18551,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:36:30,1.2.3,49,42,2,RGB: 1024 x 768,16,PCD: 1024 x 1024,16153,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:37:00,1.2.4,66,42,6,RGB: 1024 x 768,32,PCD: 1024 x 1024,26985,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:37:30,1.2.3,62,79,5,RGB: 1024 x 768,53,PCD: 1024 x 1024,33115,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:38:00,1.2.4,67,47,6,RGB: 1024 x 768,36,PCD: 1024 x 1024,37171,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:38:30,1.2.3,6,55,6,RGB: 1024 x 768,35,PCD: 1024 x 1024,18423,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:39:00,1.2.4,100,59,3,RGB: 1024 x 768,34,PCD: 1024 x 1024,36316,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:39:30,1.2.4,2,116,0,RGB: 1024 x 768,38,PCD: 1024 x 1024,23745,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:40:00,1.2.4,9,67,2,RGB: 1024 x 768,15,PCD: 1024 x 1024,15434,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:40:30,1.2.3,61,34,0,RGB: 1024 x 768,49,PCD: 1024 x 1024,24917,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:41:00,1.2.3,77,112,0,RGB: 1024 x 768,24,PCD: 1024 x 1024,23915,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:41:30,1.2.4,67,76,6,RGB: 1024 x 768,49,PCD: 1024 x 1024,31992,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:42:00,1.2.3,52,44,3,RGB: 1024 x 768,28,PCD: 1024 x 1024,39646,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:42:30,1.2.3,76,97,2,RGB: 1024 x 768,30,PCD: 1024 x 1024,13365,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:43:00,1.2.5,30,76,6,RGB: 1024 x 768,34,PCD: 1024 x 1024,12499,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:43:30,1.2.3,4,113,0,RGB: 1024 x 768,29,PCD: 1024 x 1024,29995,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:44:00,1.2.3,94,69,2,RGB: 1024 x 768,19,PCD: 1024 x 1024,22042,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:44:30,1.2.3,74,67,3,RGB: 1024 x 768,49,PCD: 1024 x 1024,14907,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:45:00,1.2.5,63,86,6,RGB: 1024 x 768,34,PCD: 1024 x 1024,19716,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:45:30,1.2.3,94,95,4,RGB: 1024 x 768,19,PCD: 1024 x 1024,23475,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:46:00,1.2.3,13,68,6,RGB: 1024 x 768,46,PCD: 1024 x 1024,21950,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:46:30,1.2.4,9,58,6,RGB: 1024 x 768,39,PCD: 1024 x 1024,18046,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:47:00,1.2.3,77,100,3,RGB: 1024 x 768,37,PCD: 1024 x 1024,28851,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:47:30,1.2.5,19,48,5,RGB: 1024 x 768,59,PCD: 1024 x 1024,29147,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:48:00,1.2.4,77,87,3,RGB: 1024 x 768,45,PCD: 1024 x 1024,11369,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:48:30,1.2.3,43,66,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,30890,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:49:00,1.2.5,88,58,5,RGB: 1024 x 768,19,PCD: 1024 x 1024,14398,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:49:30,1.2.4,56,67,3,RGB: 1024 x 768,59,PCD: 1024 x 1024,34059,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:50:00,1.2.4,81,92,6,RGB: 1024 x 768,53,PCD: 1024 x 1024,23666,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:50:30,1.2.5,0,39,2,RGB: 1024 x 768,19,PCD: 1024 x 1024,16466,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:51:00,1.2.5,98,44,4,RGB: 1024 x 768,47,PCD: 1024 x 1024,23216,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:51:30,1.2.5,28,80,5,RGB: 1024 x 768,30,PCD: 1024 x 1024,28277,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:52:00,1.2.4,33,106,3,RGB: 1024 x 768,15,PCD: 1024 x 1024,15801,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:52:30,1.2.3,33,70,6,RGB: 1024 x 768,53,PCD: 1024 x 1024,29568,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:53:00,1.2.3,17,84,3,RGB: 1024 x 768,17,PCD: 1024 x 1024,11058,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:53:30,1.2.4,35,88,1,RGB: 1024 x 768,46,PCD: 1024 x 1024,39313,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:54:00,1.2.3,57,54,2,RGB: 1024 x 768,19,PCD: 1024 x 1024,29052,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:54:30,1.2.3,90,49,6,RGB: 1024 x 768,33,PCD: 1024 x 1024,25673,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:55:00,1.2.5,89,110,4,RGB: 1024 x 768,24,PCD: 1024 x 1024,24292,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:55:30,1.2.5,27,110,3,RGB: 1024 x 768,55,PCD: 1024 x 1024,31101,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:56:00,1.2.4,69,58,6,RGB: 1024 x 768,19,PCD: 1024 x 1024,25160,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:56:30,1.2.3,12,37,1,RGB: 1024 x 768,28,PCD: 1024 x 1024,19932,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:57:00,1.2.4,15,96,5,RGB: 1024 x 768,54,PCD: 1024 x 1024,33995,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:57:30,1.2.4,92,104,1,RGB: 1024 x 768,18,PCD: 1024 x 1024,29864,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:58:00,1.2.3,87,50,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,17797,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:58:30,1.2.4,84,62,4,RGB: 1024 x 768,40,PCD: 1024 x 1024,15554,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 12:59:00,1.2.3,93,78,2,RGB: 1024 x 768,20,PCD: 1024 x 1024,22515,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 12:59:30,1.2.4,30,50,6,RGB: 1024 x 768,43,PCD: 1024 x 1024,39843,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:00:00,1.2.5,52,120,4,RGB: 1024 x 768,44,PCD: 1024 x 1024,38860,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:00:30,1.2.5,17,80,0,RGB: 1024 x 768,34,PCD: 1024 x 1024,18692,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:01:00,1.2.5,22,106,4,RGB: 1024 x 768,29,PCD: 1024 x 1024,35573,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:01:30,1.2.3,6,37,3,RGB: 1024 x 768,35,PCD: 1024 x 1024,32231,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:02:00,1.2.4,80,100,1,RGB: 1024 x 768,47,PCD: 1024 x 1024,31695,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:02:30,1.2.5,91,56,4,RGB: 1024 x 768,59,PCD: 1024 x 1024,38423,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-18 13:03:00,1.2.4,33,114,4,RGB: 1024 x 768,50,PCD: 1024 x 1024,30657,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:03:30,1.2.5,10,91,0,RGB: 1024 x 768,22,PCD: 1024 x 1024,28621,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:04:00,1.2.5,22,73,1,RGB: 1024 x 768,29,PCD: 1024 x 1024,24393,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:04:30,1.2.5,100,93,0,RGB: 1024 x 768,59,PCD: 1024 x 1024,22145,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-18 13:05:00,1.2.5,96,39,2,RGB: 1024 x 768,60,PCD: 1024 x 1024,27156,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-18 13:05:30,1.2.5,71,65,6,RGB: 1024 x 768,53,PCD: 1024 x 1024,15453,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:06:00,1.2.4,81,85,6,RGB: 1024 x 768,29,PCD: 1024 x 1024,11229,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:06:30,1.2.5,99,108,3,RGB: 1024 x 768,26,PCD: 1024 x 1024,29275,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:07:00,1.2.5,33,99,2,RGB: 1024 x 768,52,PCD: 1024 x 1024,18763,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:07:30,1.2.4,1,101,0,RGB: 1024 x 768,34,PCD: 1024 x 1024,36329,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:08:00,1.2.5,47,56,1,RGB: 1024 x 768,36,PCD: 1024 x 1024,11119,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:08:30,1.2.4,29,47,3,RGB: 1024 x 768,58,PCD: 1024 x 1024,28705,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:09:00,1.2.3,76,51,2,RGB: 1024 x 768,15,PCD: 1024 x 1024,21218,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:09:30,1.2.3,90,99,2,RGB: 1024 x 768,36,PCD: 1024 x 1024,39141,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:10:00,1.2.3,63,86,0,RGB: 1024 x 768,23,PCD: 1024 x 1024,17853,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:10:30,1.2.3,77,57,6,RGB: 1024 x 768,60,PCD: 1024 x 1024,31916,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:11:00,1.2.4,50,68,2,RGB: 1024 x 768,50,PCD: 1024 x 1024,28275,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:11:30,1.2.4,54,107,6,RGB: 1024 x 768,26,PCD: 1024 x 1024,21627,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:12:00,1.2.3,75,77,4,RGB: 1024 x 768,60,PCD: 1024 x 1024,18800,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:12:30,1.2.5,45,36,6,RGB: 1024 x 768,58,PCD: 1024 x 1024,14010,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:13:00,1.2.4,99,116,6,RGB: 1024 x 768,37,PCD: 1024 x 1024,11530,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:13:30,1.2.3,55,67,1,RGB: 1024 x 768,41,PCD: 1024 x 1024,31454,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:14:00,1.2.4,80,75,5,RGB: 1024 x 768,22,PCD: 1024 x 1024,15515,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:14:30,1.2.3,17,36,2,RGB: 1024 x 768,53,PCD: 1024 x 1024,21458,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:15:00,1.2.5,16,96,3,RGB: 1024 x 768,36,PCD: 1024 x 1024,37027,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:15:30,1.2.5,65,97,0,RGB: 1024 x 768,33,PCD: 1024 x 1024,29083,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:16:00,1.2.3,27,102,2,RGB: 1024 x 768,15,PCD: 1024 x 1024,30583,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:16:30,1.2.4,5,44,1,RGB: 1024 x 768,47,PCD: 1024 x 1024,38302,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:17:00,1.2.4,22,58,1,RGB: 1024 x 768,28,PCD: 1024 x 1024,16943,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:17:30,1.2.3,88,82,4,RGB: 1024 x 768,17,PCD: 1024 x 1024,27928,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:18:00,1.2.4,36,55,5,RGB: 1024 x 768,52,PCD: 1024 x 1024,30117,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:18:30,1.2.5,27,102,3,RGB: 1024 x 768,56,PCD: 1024 x 1024,15120,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:19:00,1.2.5,100,57,5,RGB: 1024 x 768,28,PCD: 1024 x 1024,36366,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:19:30,1.2.3,56,32,0,RGB: 1024 x 768,44,PCD: 1024 x 1024,29669,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:20:00,1.2.5,91,98,6,RGB: 1024 x 768,54,PCD: 1024 x 1024,33317,numeric array,numeric array,numeric array,not normal,malfunction,Potential brute-force attack
2023-02-18 13:20:30,1.2.3,91,103,4,RGB: 1024 x 768,22,PCD: 1024 x 1024,11302,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:21:00,1.2.3,35,64,3,RGB: 1024 x 768,25,PCD: 1024 x 1024,24662,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:21:30,1.2.4,75,50,1,RGB: 1024 x 768,17,PCD: 1024 x 1024,25368,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:22:00,1.2.4,73,87,5,RGB: 1024 x 768,15,PCD: 1024 x 1024,11092,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:22:30,1.2.4,81,98,0,RGB: 1024 x 768,29,PCD: 1024 x 1024,11499,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-18 13:23:00,1.2.5,57,106,3,RGB: 1024 x 768,31,PCD: 1024 x 1024,20591,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:23:30,1.2.4,3,82,4,RGB: 1024 x 768,60,PCD: 1024 x 1024,24821,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-18 13:24:00,1.2.5,45,43,2,RGB: 1024 x 768,16,PCD: 1024 x 1024,19706,numeric array,numeric array,numeric array,normal,n/a,no attack
